messages,sentiment,session_index
"['join', 'the', 'video', 'meeting', 'click', 'this', 'link', '[LINK]', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1.0,342
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'kemarin', 'info', 'kerja', 'konsultasi', 'kait', 'tulis', 'dokumen', 'skripsi', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih']",-1.0,343
['doc'],-1.0,344
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'kemarin', 'info', 'kerja', 'konsultasi', 'terima', 'kasih']",1.0,345
"['lusa', 'iya', 'siap', 'kuliah', 'daring']",1.0,345
"['terima', 'kasih']",1.0,345
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'iya', 'terima', 'kasih']",1.0,346
"['sholat', 'jumat', 'baik']",1.0,346
"['iya', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'bimbing', 'terima', 'kasih']",1.0,346
"['join', 'the', 'video', 'meeting', 'click', 'this', 'link', '[LINK]', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1.0,346
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'skripsi', 'konsultasi', 'tulis', 'dokumen', 'skripsi', 'terima', 'kasih']",1.0,347
"['sdr', 'kirim', 'ubah']",-1.0,347
"['lampir', 'dokumen', 'doc']",-1.0,347
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'kirakira', 'konsultasi', 'terima', 'kasih']",1.0,348
"['besok', 'siang', 'iya', 'materi', 'kuliah', 'besok', 'pagi']",1.0,348
"['terima', 'kasih']",1.0,348
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'bimbing', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'konsultasi', 'terima', 'kasih']",-1.0,349
"['sholat', 'ashar', 'iya', 'jam', 'iya']",1.0,349
"['terima', 'kasih']",1.0,349
"['pakai', 'google', 'meet', 'iya']",1.0,349
['iya'],1.0,349
"['join', 'the', 'video', 'meeting', 'click', 'this', 'link', '[LINK]', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1.0,349
"['perihal', 'dokumen', 'skripsi', 'mana', 'temu', 'konsultasi', 'skripsi', 'terima', 'kasih', 'maaf', 'ganggu']",1.0,350
"['siang', 'jam']",1.0,350
"['terima', 'kasih']",1.0,350
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'kemarin', 'lampir', 'baik', 'dokumen', 'skripsi', 'terima', 'kasih']",-1.0,351
['doc'],-1.0,352
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'konsultasi', 'terima', 'kasih']",-1.0,353
"['hasil', 'revisi', 'baik', 'tulis', 'algoritmanya', 'baca', 'sesuai', 'kaidah', 'tulis', 'algoritma', 'diagram alir']",-1.0,354
"['mohon', 'maaf', 'diagram alir']",1.0,354
"['tulis', 'algoritma', 'dar', 'layak', 'alur', 'proses', 'tahap', 'tahap', 'detil', 'tulis', 'skripsi', 'proses', 'detilnya']",-1.0,354
"['baik', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih', 'doc']",-1.0,354
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih']",1.0,355
"['jam', 'daring', 'iya']",-1.0,355
"['terima', 'kasih']",1.0,355
"['link', 'google', 'meet', 'iya', 'join', 'the', 'video', 'meeting', 'click', 'this', 'link', '[LINK]', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1.0,355
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'lampir', 'dokumen', 'baik', 'terima', 'kasih', 'doc']",-1.0,356
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih']",1.0,357
['ubah'],-1.0,357
"['you', 'deleted', 'this', 'message', 'doc']",-1.0,357
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'baik', 'dokumen', 'terima', 'kasih']",1.0,358
"['jam', 'daring', 'iya']",-1.0,358
"['terima', 'kasih']",1.0,358
"['gabung', 'rapat', 'video', 'klik', 'link', '[LINK]']",1.0,358
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'lampir', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih', 'doc']",-1.0,359
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'baik', 'iya', 'terima', 'kasih']",-1.0,360
"['konsultasi', 'kait', 'revisi', 'tulis', 'skripsi', 'minggu', 'temu', 'iya', 'terima', 'kasih', 'maaf', 'ganggu']",1.0,361
"['besok', 'jam', 'iya']",1.0,361
"['terima', 'kasih']",1.0,361
"['walaikumsalam', 'jam', 'daring', 'sebentar', 'iya']",1.0,362
"['terima', 'kasih']",1.0,362
"['link', 'google', 'meet', 'gabung', 'rapat', 'video', 'klik', 'link', '[LINK]']",1.0,362
"['assalamualikum', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'info', 'aju', 'daftar', 'seminar hasil', 'filkomapps', 'mohon', 'tuju', 'bimbing', 'verifikasi', 'filkomapps', 'terima', 'kasih']",-1.0,363
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'informasi', 'pelakasanaan', 'uji', 'skripsi', 'laksana', 'jumat', 'juni', 'wib', 'harap', 'konfirmasi', 'dosen', 'bimbing', 'laksana', 'sidang', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,364
"['terima', 'kasih']",1.0,364
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'laksana', 'sidang', 'skripsi', 'jumat', 'tanggal', 'juni', 'info', 'link', 'laksana', 'sidang', 'besok', 'ketua', 'majelis', 'uji', '[LINK]', 'kasih', 'wassalamualaikum']",1.0,365
"['jam', 'iya']",1.0,365
"['iya', 'jam', 'wib']",1.0,365
"['terima', 'kasih']",1.0,365
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'sidang', 'lampir', 'hasil', 'revisi', 'lampir', 'revisi', 'dosen', 'uji', 'terima', 'kasih', 'wassalamualaikum', 'doc', 'sedia', 'periksa', 'lanjut', 'proses', 'terima', 'kasih']",1.0,366
"['iya', 'rabu', 'sore', 'jam', 'iya']",1.0,366
"['terima', 'kasih']",1.0,366
"['selamat', 'sore', 'mohon', 'maaf', 'menggangu', 'kait', 'dokumen', 'revisi', 'skripsi', 'sidang', 'baik', 'terima', 'kasih', 'wassalamualaikum']",1.0,367
"['flowchartnya', 'didetilkan', 'iya', 'sbgmn', 'minta', 'uji', 'baca', 'sdri', 'teman', 'faham', 'diagram alir', 'buat']",1.0,367
"['mohon', 'maaf', 'diagram alir', 'kemarin', 'bantu', 'teman', 'baik', 'baik']",1.0,367
"['bantu', 'teman', 'faham', 'diagram alir']",1.0,367
"['terima', 'kasih', 'lampir', 'hasil', 'revisi', 'periksa', 'mohon', 'maaf', 'ganggu', 'terima', 'kasih']",-1.0,367
['doc'],-1.0,368
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'lampir', 'revisi', 'skripsi', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'iya', 'baik', 'terima', 'kasih', 'wassalamualaikum']",-1.0,369
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'iya', 'baik', 'jumat', 'batas', 'kumpul', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,370
"['anggap', 'silah', 'proses']",1.0,370
"['terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'proses', 'skripsi', 'butuh', 'tuju', 'mohon', 'sedia', 'digital', 'lembar', 'kesah', 'dokumen', 'skripsi', 'dosen', 'bimbing', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih', 'wassalamualaikum', 'doc', 'terima', 'kasih']",1.0,370
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mengupload', 'dokumen', 'skripsi', 'filkom', 'apps', 'mohon', 'verifikasi', 'dosen', 'bimbing', 'lanjut', 'proses', 'terima', 'kasih', 'wassalamualaikum']",-1.0,371
"['perihal', 'dokumen', 'skripsi', 'mana', 'temu', 'konsultasi', 'skripsi', 'terima', 'kasih', 'maaf', 'ganggu']",1.0,372
"['senin', 'siang', 'iya', 'jam']",1.0,372
"['terima', 'kasih']",1.0,372
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'hubung', 'proses', 'unggah', 'makalah', 'skripsi', 'daftar', 'yudisium', 'mohon', 'tuju', 'dosen', 'bimbing', 'menandatangani', 'form', 'sc2', 'form', 'tuju', 'revisi', 'sc2', 'form', 'tuju', 'unggah', 'makalah', 'skripsi', 'sc2', 'poin', '3a', '4a', 'form', 'syarat', 'yudisium', 'lampir', 'form', 'terima', 'kasih', 'wassalamualaikum', 'mohon', 'maaf', 'form', 'sc2', 'poin', '3b', '4b']",1.0,373
['doc'],1.0,373
"['terima', 'kasih']",1.0,373
"['konsultasi', 'perihal', 'dokumentasi', 'skripsi', 'temu', 'terima', 'kasih', 'maaf', 'ganggu']",1.0,374
"['kamis', 'jumat']",1.0,374
"['jumat', 'jam', 'iya']",1.0,374
"['mohon', 'maaf', 'bimbing']",-1.0,375
"['konsultasi', 'kait', 'skripsi', 'p2', 'batas', 'p2', 'temu', 'terima', 'kasih', 'maaf', 'menggangu']",1.0,376
"['bimbing', 'p2', 'kampus', 'tamu', 'ketemu', 'besok', 'siang', 'jam']",1.0,376
"['bimbing', 'p2', 'minggu', 'terima', 'kasih', 'mohon', 'maaf', 'p2', 'logbook', 'bimbing', 'penuh', 'logbook', 'penuh', 'proses', 'p2', 'pda', 'filkom', 'apps', 'iya', 'batas', 'p2', 'terima', 'kasih', 'maaf', 'ganggu']",1.0,376
"['isi', 'tuju']",1.0,376
"['terima', 'kasih']",-1.0,376
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'bimbing', 'online', 'kait', 'dokumentasi', 'skripsi', 'mekanisme', 'iya', 'terima', 'kasih']",-1.0,377
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'skripsi', 'konsultasi', 'tulis', 'dokumen', 'skripsi', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih', 'doc']",-1.0,378
"['permisi', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'kenal', '[MHS]', 'mahasiswi', 'teknik', 'informatika', 'filkom', 'rencana', 'semester', 'ganjil', 'ambil', 'kuliah', 'induksi', 'riset', 'buka', 'kelas', 'induksi', 'riset', 'iya', 'kelas', 'rencana', 'kelas', 'terima kasih', 'wassalamualaikum']",-1.0,379
"['buka', 'kelas', 'induksi', 'riset', 'kuota', 'penuh', 'temu', 'tatap', 'muka', 'kait', 'topik', 'usul', 'sesuai']",1.0,380
"['kenan', 'mana', 'iya', 'temu', 'konsultasi', 'topik', 'terima', 'kasih']",1.0,380
"['rapat', 'sore', 'besok', 'jam', 'iya']",1.0,380
"['terima', 'kasih']",1.0,380
"['fitur', 'ekstraksi', 'hasil', 'seleksi', 'fitur', 'banyak', 'fitur', 'fitur', 'coba', 'batas', 'fitur', 'atas', 'seleksi', 'fitur', 'atas', 'hasil', 'akurasi', 'seleksi', 'fitur', 'tabel', 'uji', 'lampir', 'mohon', 'maaf', 'ganggu', 'terima', 'kasih']",-1.0,381
"['[MHS]', 'maaf', 'pesan', 'tenggelam', 'besok', 'besok', 'jam', 'balas', 'bagus', 'hasil', 'tinggal', 'analisis', 'iya', 'dalam', 'dukung', 'contoh', 'iya']",1.0,382
"['iya', 'pikir', 'sibuk', 'berani']",1.0,382
"['iya', 'khawatir', 'lewat']",1.0,382
"['analisis', 'fitur', 'wakil', '1dokumen', 'seleksi', 'fitur', 'sepenuh', 'pengaruh', 'hasil', 'akurasi']",1.0,382
"['iya', 'coba', 'dilist', 'pengaruh', 'seleksi', 'fitur', 'iya', 'masuk', 'dokumen', 'iya', 'evaluasi']",1.0,382
"['terima', 'kasih']",1.0,382
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'diskusi', 'analisis', 'cantum', 'daftar', 'dokumen', 'skripsi', 'analisis', 'fitur', 'wakil', 'dokumen', 'seleksi', 'pengaruh', 'akurasi', 'threshold', 'akurasi', 'optimal', 'threshold', 'fitur', 'wakil', 'dokumen', 'akurasi', 'hasil', 'threshold', 'optimal', 'threshold', 'terima', 'kasih']",1.0,383
"['bagus', '[MHS]', 'dokumen', 'milik', 'cenderung', 'fitur', 'dominan', 'lampir', 'iya']",1.0,383
"['iya', 'terima', 'kasih']",1.0,383
"['selesai', 'tulis', 'iya', 'lupa', 'bimbing']",1.0,383
"['iya', 'iya', 'aju', 'ganti', 'judul', 'judul', 'hapus', 'rekomendasi', 'lokasi', 'makan', 'tradisional', 'kemarin', 'judul', 'adaptasi', 'teliti', '[MHS]', 'teliti', 'skripsi', 'pakai', 'judul', 'relevan']",1.0,383
"['judul', 'rencana', 'ganti']",1.0,383
"['rencana', 'ganti', 'judul', 'analisis', 'sentimen', 'opini', 'konsumen', 'metode', 'naive', 'bayes', 'seleksi', 'fitur', 'pearson', 'correlation', 'coefficient']",1.0,383
"['spesifik', 'rujuk', 'objek']",1.0,383
"['iya', 'terima', 'kasih', 'tulis']",1.0,383
"['iya', 'lanjut', 'tulis', 'uji']",1.0,383
"['terima', 'kasih']",1.0,383
"['assalamaualaikum', '[MHS]', 'kelas', 'iya']",1.0,384
"['wassalamualaikum', 'kelas']",1.0,384
['mbak'],1.0,384
['iya'],1.0,384
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'lampir', 'dokumen', 'skripsi', 'cek', 'dosen', 'beliau', 'saran', 'cek', 'aju', 'seminar hasil', 'terima', 'kasih']",1.0,385
"['lampir', 'dokumen', 'doc']",1.0,385
"['doc', '[MHS]', 'revisi', 'revisi', 'iya', 'krusial', 'rumus', 'iya', 'coba', 'informasi', 'kandung', 'sentimen', 'positif', 'kandung', 'sentimen', 'negatif', 'hubung', 'hasil', 'seleksi', 'fitur', 'seleksi', 'fitur', 'golong', 'persen', 'pengaruh', 'sentimen', 'positif', 'persen', 'pengaruhsnya', 'sentimen', 'negatif', 'uji', 'minggu', 'selesai', 'minggu', 'maksimal', 'daftar', 'senin']",1.0,385
"['iya', 'terima', 'kasih']",1.0,385
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'skripsi', 'lampir', 'dokumen', 'skripsi', 'baik', 'iya', 'tambah', 'sentimen', 'positif', 'negatif', 'letak', 'halaman', 'lampir', 'terima', 'kasih']",1.0,386
['doc'],1.0,387
"['tuju', 'sesuai', 'rumus', 'iya', 'sila', 'proses', 'daftar', 'seminar hasil']",1.0,388
"['iya', 'terima', 'kasih']",1.0,388
"['assalamualikum', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'info', 'aju', 'daftar', 'seminar hasil', 'filkomapps', 'mohon', 'tuju', 'verifikasi', 'filkomapps', 'terima', 'kasih']",1.0,389
['proses'],1.0,389
"['terima', 'kasih']",1.0,389
"['iya', 'terima', 'kasih']",1.0,389
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'informasi', 'pelakasanaan', 'uji', 'skripsi', 'laksana', 'jumat', 'juni', 'wib', 'harap', 'konfirmasi', 'dosen', 'bimbing', 'laksana', 'sidang', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,390
"['alhamdulillah', 'sukses', 'iya']",1.0,390
"['terima', 'kasih']",1.0,390
['[LINK]'],-1.0,391
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'perihal', 'skripsi', 'kemarin', 'coba', 'program', 'sadar', 'parameter', 'inputkan', 'hasil', 'oleh', 'hasil', 'skripsi', 'hasil', 'oleh', 'pola', 'hasil', 'angka', 'beda', 'analisis', 'hasil', 'pola', 'besok', 'sidang', 'skripsi', 'baik', 'skripsi', 'unggah', 'filkomapps', 'terima', 'kasih', 'wassalamualaikum', 'lampir', 'skripsi', 'ubah', 'hasil', 'uji', 'doc']",1.0,392
"['tampil', 'baru', '[MHS]', 'bilang', 'terang', 'kemarin', 'update']",1.0,392
"['sidang', 'beritahu', 'baru']",1.0,392
"['baru', 'hasil', 'iya', 'hasil']",1.0,392
"['iyaa', 'hasil', 'terima', 'kasih']",1.0,392
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'laksana', 'sidang', 'skripsi', 'jumat', 'tanggal', 'juni', 'info', 'link', 'laksana', 'sidang', 'besok', 'ketua', 'majelis', 'uji', '[LINK]', 'terima', 'kasih', 'wassalamualaikum']",1.0,393
"['mbak', 'terima', 'kasih', 'informasi', 'sukses', 'iya']",1.0,393
"['iya', 'terima', 'kasih']",1.0,393
"['hubung', '[DOSEN]', '[MHS]', 'kemarin', 'beliau', 'merespon']",1.0,394
"['iya', 'barusan', 'hubung', '[DOSEN]']",1.0,394
"['tunggu', 'beliau']",1.0,394
"['kemarin', 'konfirmasi', 'linknya']",1.0,394
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'skripsi', 'sidang', 'lampir', 'hasil', 'revisi', 'sedia', 'periksa', 'terima', 'kasih', 'wassalamualaikum']",1.0,395
['doc'],1.0,396
"['[MHS]', 'sebentar', 'iya']",1.0,397
"['[MHS]', 'lampir', 'uji', 'iya']",1.0,397
"['iya', 'sebentar', 'lampir', 'revisi', 'nilai']",1.0,397
['doc'],1.0,398
"['[MHS]', 'maaf', 'selesai', 'kelas']",1.0,399
['iya'],1.0,399
"['[MHS]', 'revisi', 'latar', 'uji', 'iya', 'kemarin', '[MHS]', 'coba', 'cari', 'metode', 'klasifikasi', 'klasifikasi', 'naive', 'bayes', 'knn', 'hasil', 'naive', 'bayes', 'referensi']",1.0,399
"['banding', 'metode', 'naive', 'bayes', 'knn', 'latar', 'iya']",1.0,399
"['iya', '[MHS]', 'coba', 'cari', 'referensi', 'iya']",1.0,399
"['terima', 'kasih']",1.0,399
['[MHS]'],1.0,399
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'lampir', 'revisi', 'skripsi', 'banding', 'metode', 'terima', 'kasih', 'wassalamualaikum']",1.0,400
['doc'],1.0,401
"['[LINK]', '[LINK]', '[LINK]', '[LINK]', '[LINK]', '[LINK]', '[LINK]', '[LINK]', '[LINK]', '[LINK]']",-1.0,402
"['waalaijumsalam', 'sore', '[MHS]', '[MHS]', 'cek', 'iya', 'maaf', 'merespon', 'hari', 'full', 'pagi', 'rapat']",1.0,403
['iya'],1.0,403
"['[MHS]', 'cek', 'sila', 'proses', 'tahap', 'iya', 'iya', 'dosen', 'revisi']",1.0,403
"['iya', 'iya', 'perihal', 'turnitin', 'enroll', 'code', 'expired']",1.0,403
"['turnitin', 'pakai', 'class', 'enrollment', 'key', 'coba', 'iya']",1.0,403
"['terima', 'kasih']",1.0,403
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'dokumen', 'skripsi', 'periksa', 'dosen', 'tuju', 'beliau', 'mohon', 'digital', 'dosen', 'bimbing', 'skripsi', 'lanjut', 'proses', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,404
"['[MHS]', 'nyata', 'orisinalitas', 'iya']",1.0,404
['iya'],1.0,404
['doc'],1.0,405
"['sebentar', 'iya', 'mbak']",1.0,406
"['[MHS]', 'mohon', 'maaf', 'materainya', 'ditandatangani', 'materai', 'discan', 'tempel']",1.0,406
"['baik', 'materai']",1.0,406
"['doc', 'tanda tangan', 'iya']",1.0,406
"['terima', 'kasih']",1.0,406
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kemarin', 'coba', 'turnitin', 'jurnal', 'enroll', 'class', 'hasil', 'kena', 'skripsi', 'dahulu', 'analisis', 'full', 'kena', 'plagiasi', 'iya', 'baik', 'turnitin', 'jurnal', 'terima', 'kasih', 'wassalamualaikum']",1.0,407
"['exclude', 'iya', 'sebentar', 'iya', 'giat']",1.0,407
"['terima', 'kasih', 'iya']",1.0,407
"['turnitin', 'exclude', 'sumber', 'milik', 'iya', 'sila', 'cek', 'mohon', 'maaf', 'periksa']",1.0,408
"['iya', 'terima', 'kasih']",1.0,408
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mohon', 'tuju', 'dosen', 'bimbing', 'lanjut', 'proses', 'daftar', 'yudisium', 'harap', 'tandatangan', 'digital', 'form', 'sc2', 'sc2', 'sc2', 'poin', '3a', '4a', 'terima', 'kasih', 'wassalamualaikum']",-1.0,409
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'hubung', 'proses', 'unggah', 'makalah', 'skripsi', 'daftar', 'yudisium', 'mohon', 'tuju', 'dosen', 'bimbing', 'menandatangani', 'form', 'sc2', 'form', 'tuju', 'revisi', 'sc2', 'form', 'tuju', 'unggah', 'makalah', 'skripsi', 'sc2', 'poin', '3a', '4a', 'form', 'syarat', 'yudisium', 'lampir', 'form', 'terima', 'kasih', 'wassalamualaikum', 'doc']",1.0,410
"['astagfirullah', '[MHS]', 'sebentar', 'iya']",1.0,410
['iya'],1.0,410
"['[MHS]', 'masuk', 'siet', 'sanggup', 'tinggal', 'terjemah', 'bantu', 'cek']",1.0,410
"['jurnal', 'bentuk', 'bahasa', 'inggris', 'iya']",1.0,410
"['konferensi', 'internasional', 'ada', 'filkom', '[LINK]', 'iya', 'bentuk', 'bahasa', 'inggris']",1.0,410
"['iya', 'sanggup']",1.0,410
"['tangan', 'siet', 'iya', 'bantu', 'cek', 'tulis']",1.0,410
['iya'],1.0,410
"['disubmit', 'siet', 'cek', 'iya', '[MHS]']",1.0,410
"['iya', 'terima', 'kasih']",1.0,410
['[MHS]'],1.0,410
"['draft', 'siet', 'ready']",1.0,411
"['mohon', 'maaf', 'isi', 'pindah', 'contoh', 'siet', 'contoh', 'jptiik']",1.0,411
"['pindah', 'iya', '[MHS]', 'terjemah', 'benah', 'koreksi', 'deadlinenya', 'agustus']",1.0,411
"['iya', 'pindah', 'lampir', 'draft', 'siet', 'doc', 'mohon', 'maaf', 'tunggu']",1.0,411
"['[MHS]', 'besok', 'cek', 'ulang', 'iya', 'agustus', 'terima', 'kasih', 'iya']",1.0,411
"['iya', 'terima', 'kasih']",1.0,411
"['selamat', 'pagi', '[MHS]', 'mohon', 'maaf', 'butuh', 'ngecek', 'minggu', 'kemarin', 'padat', 'betul', 'iya', '[MHS]', 'komen', 'tulis', 'sitasinya', 'sesuai', 'contoh', 'tulis', 'sitasi', 'bentuk', 'dan terus', 'daftar', 'referensi', 'tulis', 'dasar', 'abjad', 'muncul', 'angka']",1.0,412
"['iya', 'baik', 'terima', 'kasih']",1.0,412
['sip'],1.0,412
"['[DOSEN]', 'maaf', 'izin', 'lambat', 'bimbing', 'skripsi', 'sama', 'bimbing', 'pkl', 'terima kasih', 'maaf', 'ganggu']",-1.0,413
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'perihal', 'jurnal', 'siet', 'kemarin', 'revisi', 'lampir', 'hasil', 'revisi', 'periksa', 'terima', 'kasih', 'wassalamualaikum', 'doc']",1.0,414
"['cek', 'iya']",1.0,414
"['terima', 'kasih']",1.0,414
"['[MHS]', 'mohon', 'maaf', 'besok', 'pagi', 'tolong', 'selesai', 'koreksi', 'paper', 'iya', 'kemarin']",1.0,415
"['iya', 'besok']",1.0,415
"['terima', 'kasih']",1.0,415
['iya'],1.0,415
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'perihal', 'jurnal', 'siet', 'ecek', 'jurnal', 'terima', 'kasih', 'wassalamualaikum']",1.0,416
"['terima', 'kasih', '[MHS]', 'selesai', 'disubmit']",1.0,416
"['terima', 'kasih']",1.0,416
"['doc', '[MHS]', 'cek', 'iya', 'tolong', 'nomor', 'rumus', 'akurasi', 'recall', 'precission']",1.0,416
"['iya', 'terima', 'kasih']",1.0,416
"['betul', 'sila', 'disubmit', 'iya', 'dosen', 'co', 'author', 'submission']",1.0,416
['iya'],1.0,416
"['doc', 'doc']",1.0,417
"['iya', 'unggah', 'kemarin', 'failed', 'unggah', 'filenya', 'coba', 'terima', 'kasih']",1.0,417
"['masalah', 'iya', 'tempe']",1.0,417
"['iya', 'hehe', 'coba', 'unggah', 'dokumen', 'siet', 'error', 'tulis', 'minimal', 'halaman', 'isi', 'halaman', 'baca', 'halaman', 'iya', 'terima', 'kasih']",1.0,417
"['coba', 'kirim', 'dokumen', 'baru', 'word', 'iya', 'coba', 'unggah']",1.0,417
"['maaf', 'ganggu', 'pekan', 'kemarin', 'coba', 'utak', 'atik', 'aneh', 'aneh', 'dokumen', 'page', 'break', 'section', 'breaknya', 'coba', 'utak', 'atik', 'mentok', 'deteksi', 'halaman', 'alternatif', 'coba', 'copy', 'paste', 'contoh', 'iya', 'ctrl', 'copy', 'paste', 'section', 'iya', 'coba', 'betul', 'iya']",1.0,418
"['iya', 'betul']",1.0,418
"['iya', '[MHS]', 'coba', 'unggah', 'hasil', 'iya']",1.0,418
"['coba', 'baik', 'copy', 'paste', 'section', 'contoh', 'coba', 'unggah', 'errornya', 'baca', 'halaman']",1.0,418
"['aneh', 'iya', 'unggah', 'paper', 'pakai', 'word', 'coba', 'iya', 'uji', 'masuk', 'buku', 'iya']",1.0,418
"['masuk', 'halaman', 'isi', 'iya', 'baca', 'halaman']",1.0,418
['seharunsya'],1.0,418
"['iya', 'coba', 'baik', 'ulang', 'error']",1.0,418
"['coba', 'solusi', 'halaman', 'coba', 'referensi', 'kait', 'preprocessing', 'tata', 'contoh', 'contoh', 'masuk', 'tabel']",1.0,418
"['iya', 'baik']",1.0,418
"['iya', '[MHS]']",1.0,418
"['tabel', 'halaman', 'bawah', 'tulis', 'error', 'unggah', 'dokumen', 'baca', '3halaman']",1.0,418
"['sungguh', 'aneh', 'coba', 'kirim', 'baru', 'iya', '[MHS]', 'filenya']",1.0,418
['sebentar'],1.0,418
"['besok', 'intip', 'iya', 'insyallah']",1.0,418
"['iya', 'terima', 'kasih']",1.0,418
"['[MHS]', 'mentok', 'filenya', 'tambah', 'halaman', 'kirim', 'filenya', 'panitia', 'tolong', 'bantu', 'tunggu', 'respons', 'internal', 'tunggu', 'tanggal', 'panitia', 'respons', 'barangkali', '[MHS]', 'utek', 'utek', 'sila', 'iya']",1.0,419
"['terima', 'kasih', 'coba', 'utek', 'utek', 'maaf', 'iya', 'repot', 'coba', 'coba', 'unggah', 'tunggu', 'respon', 'panitia']",1.0,419
"['paralel', 'hasil']",1.0,419
"['informasi', 'jurnal', 'hasil', 'diupload', 'terima', 'kasih', 'bantu', 'mohon', 'maaf', 'repot', 'ganggu']",1.0,419
"['lho', 'iya', 'alhamdulillah', 'apa', 'dokumen']",1.0,419
"['iya', 'dokumen', 'rapihkan', 'edit', 'tipo', 'tipo']",1.0,419
"['oke', 'alhamdulillah', 'iya']",1.0,419
"['iya', 'alhamdulillah', 'hehe', 'terima', 'kasih', 'iya', 'bantu', 'bingung']",1.0,419
"['alhamdulillah', '[MHS]']",1.0,419
['iya'],1.0,419
