messages,sentiment,session_index
"['media', 'serta', 'selamat', 'siang', 'maaf', 'ganggu', 'lampir', 'dokumen', 'hasil', 'revisi', 'skripsi', 'uji', 'skripsi', 'tanggal', 'november', 'mohon', 'bantu', 'masuk', 'koreksi', 'hasil', 'revisi', 'skripsi', 'terima', 'kasih']",-1,165
"['selamat', 'pagi', 'maaf', 'ganggu', 'lampir', 'dokumen', 'hasil', 'revisi', 'skripsi', 'uji', 'skripsi', 'tanggal', 'november', 'mohon', 'bantu', 'tandatangan', 'lembar', 'kesah', 'dokumen', 'skripsi', 'lanjut', 'proses', 'cetak', 'dokumen', 'terima', 'kasih', 'media', 'serta']",1,166
"['kirim', 'tangan', 'lembar', 'pdf']",1,166
"['kirim', 'ulang', 'media', 'serta']",1,166
"['media', 'serta']",1,166
"['terima', 'kasih']",1,166
"['selamat', 'sore', 'maaf', 'menganggu', 'unggah', 'dokumen', 'dokumen', 'skripsi', 'filkom', 'apps', 'tuju', 'apps', 'batas', 'revisi', 'tanggal', 'desember', 'terima', 'kasih']",-1,167
"['selamat', 'pagi', 'maaf', 'menganggu', 'tandatangan', 'form', 'sc', 'sc2', 'perlu', 'daftar', 'yudisium', 'tuju', 'unggah', 'skripsi', 'terima', 'kasih', 'media', 'serta', 'media', 'serta']",-1,168
"['selamat', 'siang', 'maaf', 'menganggu', 'tandatangan', 'form', 'sc', 'sc2', 'perlu', 'daftar', 'yudisium', 'tuju', 'unggah', 'skripsi', 'terima', 'kasih', 'media', 'serta', 'media', 'serta']",1,169
"['iya', 'media', 'serta', 'media', 'serta']",1,169
"['terima', 'kasih', 'tangan']",1,169
['iya'],1,169
"['kait', 'serah', 'artefak', 'skripsi', 'serah', 'bentuk', 'hardcopy', 'softcopy', 'iya']",1,169
"['soft', 'kirim']",1,169
"['media', 'serta', 'kirim', 'media', 'serta', 'kait', 'daftar', 'yudisium', 'tandatangan', 'form', 'nomor', '3b', '4b', 'syarat', 'daftar', 'yudisium', 'terima', 'kasih']",-1,169
"['selamat', 'siang', 'maaf', 'ganggu', 'kait', 'daftar', 'yudisium', 'jingin', 'tandatangan', 'form', 'nomor', '3b', '4b', 'syarat', 'daftar', 'yudisium', 'terima', 'kasih', 'media', 'serta', 'selamat', 'siang', 'maaf', 'ganggu', 'kait', 'daftar', 'yudisium', 'tandatangan', 'form', 'nomor', '3b', '4b', 'syarat', 'daftar', 'yudisium', 'terima', 'kasih', 'media', 'serta']",-1,170
"['selamat', 'pagi', 'maaf', 'ganggu', 'kait', 'daftar', 'yudisium', 'tandatangan', 'form', 'nomor', '3b', '4b', 'syarat', 'daftar', 'yudisium', 'terima', 'kasih', 'media', 'serta', 'selamat', 'siang', 'maaf', 'ganggu', 'bantu', 'kait', 'daftar', 'yudisium', 'tandatangan', 'form', 'nomor', '3b', '4b', 'lengkap', 'form', 'daftar', 'yudisium', 'softcopy', 'skripsi', 'serta', 'terima', 'kasih', 'media', 'serta', 'media', 'serta']",-1,171
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'sedia', 'verifikasi', 'dokumen', 'proposal', 'p0', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'dal', 'filkom', 'apps', 'terima kasih']",-1,172
"['selamat', 'siang', 'maaf', 'ganggu', 'bantu', 'kait', 'daftar', 'yudisium', 'tandatangan', 'form', 'nomor', '3b', '4b', 'lengkap', 'form', 'daftar', 'yudisium', 'softcopy', 'skripsi', 'serta', 'terima', 'kasih', 'media', 'serta']",1,173
"['iya', 'media', 'serta']",1,173
"['terima kasih', 'lampir', 'softcopy', 'skripsi', 'terima', 'kasih', 'media', 'serta']",1,173
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'sedia', 'verifikasi', 'logbook', 'bimbing', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'filkom', 'apps', 'terima kasih']",-1,174
"['selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'konsultasi', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'siap', 'p2', 'terima', 'kasih']",-1,175
"['media', 'serta', 'selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'kosong', 'konsultasi', 'kait', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'siap', 'p2', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih']",-1,176
['minat'],-1,176
"['minat', 'rekayasa', 'perangkat', 'lunak']",1,176
"['literaturnya', 'terindex', 'scopus']",1,176
"['kosar', 'toma', 'bohra', 'sudev', 'mernik', 'marjan', 'domain', 'specific', 'languages', 'systematic', 'mapping', 'study', 'information', 'software', 'technology', 'referensi', 'scopus', 'computer', 'science', 'information', 'systems', 'kosar', 'oliveira', 'mernik', 'pereira', 'v', 'repin', 'comparing', 'general', 'purpose', 'domain', 'specific', 'languages', 'empirical', 'study', 'computer', 'science', 'information', 'systems']",-1,176
"['selamat', 'siang', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'sedia', 'verifikasi', 'tahap', 'p2', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'filkom', 'apps', 'terima kasih']",-1,177
"['selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'sedia', 'verifikasi', 'nilai', 'tahap', 'p2', 'skripsi', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'filkom', 'apps', 'lampir', 'dokumen', 'skripsi', 'skripsi', 'pasuk', 'tahap', 'uji', 'terima kasih', 'media', 'serta']",-1,178
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mahasiswi', 'bimbing', 'prodi', 'teknik informatika', 'pra', 'proposal', 'metode', 'ancang', 'ux', 'design', 'sprint', 'ajar', 'design', 'sprint', 'terap', 'studi', 'sdn', 'wates', 'ganti', 'metode', 'design', 'thinking', 'proposal', 'mohon', 'maaf', 'hubung', 'calon', 'dosen', 'bimbing', 'informasi', 'dosen', 'bimbing', 'proposal', 'aju', 'mohon', 'bantu', 'terima kasih']",1,179
"['baik', 'diskusi', 'calon', 'bimbing', 'proposal']",-1,179
"['diskusi', 'dosen', 'terima kasih']",-1,180
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswi', 'bimbing', 'skripsi', 'maaf', 'dosen', 'sedia', 'bimbing', 'proposal', 'koreksi', 'dosen', 'proposal', 'kirim', 'aju', 'filkom', 'apps', 'terima kasih']",1,181
"['aju', 'mbak']",1,181
['terima kasih'],1,181
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'teknik informatika', 'kait', 'poin', 'poin', 'latar', 'baik', 'konsultasi', 'dosen', 'terima kasih', 'mohon', 'bimbing']",1,182
"['konsultasi', 'dosen', 'hasil', 'revisi']",1,182
"['p0', 'tunggu', 'hasil', 'revisi', 'latar', 'aju']",1,183
"['hasil', 'revisi', 'p0', 'minggu', 'iya', 'p0']",1,183
"['p0nya', 'sama', 'dosen', 'bimbing']",1,183
[],1,183
"['dosen', 'terima kasih']",1,183
"['kamis', 'minggu', 'jam', 'wib', 'iya', 'p0', 'siap']",1,183
[],1,183
"['mbak', 'kamis', 'agenda', 'dadak', 'pagi', 'p0', 'reschedule', 'jumat', 'iya']",1,184
"['jam', 'jam', 'kelas', 'siang', 'kelas', 'induksi', 'riset', 'jam']",1,184
"['induksi', 'riset', 'tidak apa']",1,184
"['terima kasih', 'informasi']",1,184
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswi', 'bimbing', 'teknik informatika', 'siang', 'laksana', 'p0', 'lampir', 'proposal', 'baik', 'perlu', 'p0', 'siang', 'terima', 'kasih', 'selamat', 'pagi', 'media', 'serta', 'selamat', 'siang', 'link', 'meet', 'p0']",1,185
"['iya', 'rapat', 'ketua jurus', 'dosen', 'direminder', 'iya']",1,185
[],1,185
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mahasiswi', 'bimbing', 'teknik informatika', 'aju', 'p1', 'laksana', 'kelas', 'induksi', 'riset', 'revisi', 'dosen', 'dosen', 'bimbing', 'jadwal', 'p1', 'filkom', 'apps', 'sesuai', 'jadwal', 'induksi', 'riset', 'terima kasih', 'mohon', 'maaf', 'ganggu']",1,186
"['pisah', 'mbak', 'p1', 'induksi', 'riset']",1,186
"['proposal', 'kirim']",1,186
"['jumat', 'mbak']",1,186
['terima kasih'],1,186
"['selamat', 'siang', 'mahasiswi', 'bimbing', 'skripsi', 'skripsi', 'tahap', 'p1', 'tahap', 'buat', 'prototype', 'rencana', 'p2', 'minggu', 'dokumen', 'skripsi', 'selesai', 'dapat', 'lanjut', 'skripsi', 'semester', 'genap', 'dosen', 'bimbing', 'mohon', 'bantu', 'terima kasih', 'mohon', 'maaf', 'ganggu', 'selamat', 'siang']",1,187
"['walaikumsallam', 'progres', 'real', 'administrasi', 'sistem', 'atur', 'kerja', 'skripsi', 'jauh', 'timeline', 'target', 'kemarin', 'semester', 'silah']",1,187
"['terima kasih', 'selesai']",1,187
"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'ganggu', 'nama', 'mahasiswa', 'prodi', 'teknik', 'informatika', 'sedia', 'dosen', 'bimbing', 'skripsi', 'topik', 'angkat', 'sistem', 'temu', 'informasi', 'artikel', 'kait', 'covid', 'metode', 'bobot', 'tf', 'idf', 'model', 'vector', 'space', 'topik', 'angkat', 'teliti', 'skripsi', 'sedia', 'bimbing', 'skripsi', 'terima', 'kasih', 'perhati']",1,188
"['mahasiswa', 'sedia', 'kait', 'judul', 'tolong', 'cari', 'paper', 'internasional', 'kait', 'word', 'embedding', 'ulas', 'singkat', 'daftar', 'referensi', 'muncul', 'judul']",1,188
"['kamis', 'jadwal', 'kelas', 'jam', 'jadwal', 'jam', 'iya', 'kamis']",-1,188
"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'teknik informatika', 'mahasiswa', 'bimbing', 'skripsi', 'topik', 'sistem', 'temu', 'informasi', 'artikel', 'kait', 'covid', 'metode', 'bobot', 'tf', 'idf', 'model', 'vector', 'space', 'ikut', 'saran', 'cari', 'jurnal', 'bahas', 'vector', 'space', 'word', 'embedding', 'guna', 'word', 'embeddingnya', 'metode', 'teliti', 'jadi', 'banding', 'hasil', 'word', 'embedding', 'iya', 'terima', 'kasih', 'perhati']",1,189
"['mahasiswa', 'saran', 'word', 'embeddingnya', 'uji', 'banding', 'versus', 'word', 'embedding']",1,189
"['terima', 'kasih', 'pra', 'proposal', 'selesai', 'susun', 'kumpul', 'filkom', 'apps', 'iya']",1,189
"['mahasiswa', 'silah', 'diupload', 'filkom', 'app', 'mohon', 'implementasi', 'add', 'node', 'js', 'visual', 'studio', 'microsoft', 'word']",1,189
"['terima', 'kasih', 'saran']",1,189
"['selamat', 'sore', 'dosen', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'progres', 'p1', 'skripsi', 'putra', 'poin2', 'revisi', 'word2vec', 'filtering', 'stemming', 'ubah', 'konteks', 'revisi', 'kode', 'program', 'tulis', 'diagram alir', 'baik', 'tulis', 'kode', 'diagram alir', 'ulang', 'looping', 'hapus', 'tulis', 'sebut', 'tabel', 'serta', 'tabel', 'angka', 'ancang', 'uji', 'uji', 'uji', 'metode', 'word2vec', 'parameter', 'hidden', 'neuron', 'uji', 'parameter', 'window', 'size', 'learning', 'rate', 'epoch', 'dan lain', 'saran', 'alam', 'bimbing', 'makan', 'variabel', 'word2vec', 'dioptimasi', 'bicara', 'bimbing', 'lanjut', 'diskusi', 'poin', 'nomor', 'boleh', 'skripsi', 'uji', 'optimasi', 'word2vec', 'rumus', 'cari', 'precision', 'recall', 'program', 'besar', 'beda', 'word2vec', 'nilai', 'tentu', 'tahap', 'implementasi', 'dataset', 'dummy', 'nilai', 'precision', 'recall', 'tinggi', 'tahap', 'implementasi', 'tahap', 'uji', 'nilai', 'hitung', 'precision', 'recall', 'program', 'dataset', 'asli', 'nilai', 'variabel', 'uji', 'ada', 'dasar', 'kalibrasi', 'dataset', 'dummy', 'boleh', 'skripsi', 'poin', 'boleh', 'rumus', 'cari', 'nilai', 'hidden', 'neuron', 'hapus', 'sisa', 'rumus', 'cari', 'nilai', 'precision', 'recall', 'program', 'banding', 'precision', 'recall', 'implementasi', 'word2vec', 'ubah', 'skenario', 'uji', 'uji', 'skenario', 'hasil', 'recall', 'program', 'dataset', 'artikel', 'covid', 'oktober', 'cari', 'besar', 'beda', 'precision', 'recall', 'program', 'word2vec', 'boleh', 'jalan', 'terima', 'kode', 'bentuk', 'microsoft', 'add-ins', 'sekian', 'mohon', 'maaf', 'mahasiswa']",-1,190
"['selamat', 'sore', 'dosen', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'kemarin', 'progres', 'p1', 'skripsi', 'putra', 'poin2', 'revisi', 'word2vec', 'filtering', 'stemming', 'ubah', 'konteks', 'revisi', 'kode', 'program', 'tulis', 'diagram alir', 'baik', 'tulis', 'kode', 'diagram alir', 'ulang', 'looping', 'hapus', 'tulis', 'sebut', 'tabel', 'serta', 'tabel', 'angka', 'ancang', 'uji', 'uji', 'uji', 'metode', 'word2vec', 'parameter', 'hidden', 'neuron', 'uji', 'parameter', 'window', 'size', 'learning', 'rate', 'epoch', 'dan lain', 'saran', 'alam', 'bimbing', 'makan', 'variabel', 'word2vec', 'dioptimasi', 'bicara', 'bimbing', 'lanjut', 'diskusi', 'poin', 'nomor', 'boleh', 'skripsi', 'uji', 'optimasi', 'word2vec', 'rumus', 'cari', 'precision', 'recall', 'program', 'besar', 'beda', 'word2vec', 'nilai', 'tentu', 'tahap', 'implementasi', 'dataset', 'dummy', 'nilai', 'precision', 'recall', 'tinggi', 'tahap', 'implementasi', 'tahap', 'uji', 'nilai', 'hitung', 'precision', 'recall', 'program', 'dataset', 'asli', 'nilai', 'variabel', 'uji', 'ada', 'dasar', 'kalibrasi', 'dataset', 'dummy', 'boleh', 'skripsi', 'poin', 'boleh', 'rumus', 'cari', 'nilai', 'hidden', 'neuron', 'hapus', 'sisa', 'rumus', 'cari', 'nilai', 'precision', 'recall', 'program', 'banding', 'precision', 'recall', 'implementasi', 'word2vec', 'ubah', 'skenario', 'uji', 'uji', 'skenario', 'hasil', 'recall', 'program', 'dataset', 'artikel', 'covid', 'oktober', 'cari', 'besar', 'beda', 'precision', 'recall', 'program', 'word2vec', 'boleh', 'jalan', 'terima', 'kode', 'bentuk', 'microsoft', 'add-ins', 'sekian', 'mohon', 'maaf', 'mahasiswa']",1,191
"['mahasiswa', 'ulas', 'kabar', 'kemarin', 'progres', 'p1', 'skripsi', 'putra', 'poin2', 'revisi', 'word2vec', 'filtering', 'stemming', 'ubah', 'konteks', 'revisi', 'kode', 'program', 'ijinkan', 'revisi', 'tulis', 'diagram alir', 'baik', 'tulis', 'kode', 'diagram alir', 'ulang', 'looping', 'hapus', 'ijinkan', 'revisi', 'tulis', 'sebut', 'tabel', 'serta', 'tabel', 'angka', 'ijinkan', 'revisi', 'ancang', 'uji', 'uji', 'uji', 'metode', 'word2vec', 'parameter', 'hidden', 'neuron', 'uji', 'parameter', 'window', 'size', 'learning', 'rate', 'epoch', 'dan lain', 'saran', 'alam', 'bimbing', 'makan', 'variabel', 'word2vec', 'dioptimasi', 'bicara', 'bimbing', 'lanjut', 'uji', 'ijinkan', 'uji', 'timbang', 'tuju', 'batas', 'nilaik', 'word2vec', 'rekomendasi', 'uji', 'hidden', 'neuron', 'kait', 'parameter', 'uji', 'batas', 'uji', 'parameter', 'teknik', 'optimasi', 'kecuali', 'uji', 'bawa', 'ranah', 'teknik', 'optimasi', 'pso', 'etc', 'harus', 'nilai', 'parameter', 'libat', 'diskusi', 'poin', 'nomor', 'boleh', 'skripsi', 'uji', 'optimasi', 'word2vec', 'rumus', 'cari', 'precision', 'recall', 'program', 'besar', 'beda', 'word2vec', 'mahasiswa', 'poin', 'no', 'nilai', 'tentu', 'tahap', 'implementasi', 'dataset', 'dummy', 'nilai', 'precision', 'recall', 'tinggi', 'tahap', 'implementasi', 'tahap', 'uji', 'nilai', 'hitung', 'precision', 'recall', 'program', 'dataset', 'asli', 'nilai', 'variabel', 'uji', 'ada', 'dasar', 'kalibrasi', 'dataset', 'dummy', 'boleh', 'skripsi', 'ijinkan', 'inti', 'uji', 'parameter', 'cari', 'nilai', 'baik', 'timbang', 'gali', 'kait', 'makna', 'parameter', 'uji', 'ideal', 'variasi', 'poin', 'boleh', 'rumus', 'cari', 'nilai', 'hidden', 'neuron', 'hapus', 'sisa', 'rumus', 'cari', 'nilai', 'precision', 'recall', 'program', 'banding', 'precision', 'recall', 'implementasi', 'word2vec', 'ubah', 'skenario', 'uji', 'uji', 'skenario', 'hasil', 'recall', 'program', 'dataset', 'artikel', 'covid', 'oktober', 'cari', 'besar', 'beda', 'precision', 'recall', 'program', 'word2vec', 'boleh', 'jalan', 'terima', 'ijinkan', 'uji', 'hidden', 'rekomendasi', 'uji', 'timbang', 'poin', 'no', 'kode', 'bentuk', 'microsoft', 'add-ins', 'mahasiswa', 'terima kasih']",1,191
"['terima', 'kasih', 'reviewnya', 'mohon', 'maaf', 'program', 'add-ins', 'input', 'kueri', 'tampil', 'daftar', 'dokumen', 'boleh', 'tampil', 'precision', 'recall', 'tampil', 'precision', 'recall', 'uji', 'program', 'console', 'kode', 'add-ins', 'iya']",-1,191
"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'teknik informatika', 'mahasiswa', 'bimbing', 'skripsi', 'sesuai', 'prosedur', 'unggah', 'pra', 'proposal', 'filkom', 'apps', 'terima', 'kasih', 'perhati']",-1,192
"['mahasiswa', 'program', 'add-ins', 'input', 'kueri', 'tampil', 'daftar', 'dokumen', 'boleh', 'tampil', 'precision', 'recall', 'mahasiswa', 'ijinkan', 'tampil', 'precision', 'recall', 'uji', 'program', 'console', 'kode', 'add-ins', 'iya', 'mahasiswa', 'hasil', 'keluar', 'kode', 'sesuai', 'sintaksis', 'mohon', 'maaf', 'balas', 'windows', 'masalah']",1,193
"['terima', 'kasih', 'tulis', 'kode', 'tulis', 'kode', 'add', 'html', 'css', 'js', 'add', 'routes', 'main', 'py', 'flask', 'rest', 'kode', 'python', 'boleh', 'kumpul', 'draft', 'hubung', 'partisipan', 'proses', 'anotasi', 'ground', 'truth', 'uji', 'tulis']",-1,193
"['mahasiswa', 'tulis', 'kode', 'tulis', 'kode', 'add', 'html', 'css', 'js', 'add', 'routes', 'main', 'py', 'flask', 'rest', 'kode', 'python', 'kode', 'python', 'boleh', 'kumpul', 'draft', 'hubung', 'partisipan', 'proses', 'anotasi', 'ground', 'truth', 'uji', 'tulis', 'ijinkan']",1,194
"['terima', 'kasih', 'buat', 'model', 'word2vec', 'kirim']",1,194
"['selamat', 'pagi', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'mahasisea', 'bimbing', 'kait', 'skripsi', 'coba', 'run', 'program', 'latih', 'model', 'word2vec', 'hidden', 'neuron', '1epoch', 'habis', '30jam', 'batas', 'minimal', 'epoch', 'uji', 'kait', 'progres', 'p2', 'boleh', 'model', 'poin1', 'uji', 'epoch', 'demo', 'program', 'power point', 'p2', 'program', 'pyhton', 'tulis', 'sekian', 'mohon', 'maaf', 'mahasiswa']",1,195
"['mahasiswa', 'ulas', 'kait', 'skripsi', 'coba', 'run', 'program', 'latih', 'model', 'word2vec', 'hidden', 'neuron', '1epoch', 'habis', '30jam', 'batas', 'minimal', 'epoch', 'uji', 'ijinkan', 'epoch', 'timbang', 'komputasi', 'bahan', 'saran', 'word2vec', 'cloud', 'spek', 'kait', 'progres', 'p2', 'boleh', 'model', 'poin1', 'uji', 'epoch', 'ijinkan', 'demo', 'program', 'power point', 'p2', 'program', 'pyhton', 'tulis', 'mahasiswa']",1,195
"['mohon', 'maaf', 'poin', 'poin', 'aju', 'ulas', 'kode', 'program', 'riset', 'kait', 'efisiensi', 'kode', 'dokumentasi', 'internet', 'kode', 'efisien', 'baik', 'kapabilitas', 'program', 'latih', 'model', 'word2vec', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'laptop', 'kisar', '5jam', 'epoch', 'masuk', 'putra', 'parameter', 'uji', 'parameter', 'default', 'library', 'gensim', 'rincian', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'saran', 'kapabilitas', 'kode', 'program', 'epoch', 'timbang', 'hidden', 'neuron', 'uji', 'mohon', 'maaf', 'terima', 'kasih', 'perhati']",-1,195
"['mohon', 'maaf', 'poin', 'poin', 'aju', 'ulas', 'kode', 'program', 'riset', 'kait', 'efisiensi', 'kode', 'dokumentasi', 'internet', 'kode', 'efisien', 'baik', 'kapabilitas', 'program', 'latih', 'model', 'word2vec', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'laptop', 'kisar', '5jam', 'epoch', 'mahasiswa', 'lanjut', 'masuk', 'putra', 'parameter', 'uji', 'parameter', 'default', 'library', 'gensim', 'rincian', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'catat', 'sudut', 'saran', 'kapabilitas', 'kode', 'program', 'epoch', 'timbang', 'hidden', 'neuron', 'uji', 'saran', 'epoh', 'ambil', 'kisar', '5jam', 'epoch', 'milik', 'nilai', 'evaluasi', 'baik', 'timbang', 'intercept', 'konvergensi', 'epoch']",-1,196
"['selamat', 'pagi', 'mohon', 'maaf', 'balas', 'ulas', 'terima', 'kasih', 'ulas', 'progres', 'jalan', 'latih', 'model', 'tunggu', 'model', 'selesai', 'hidden', 'neuron', 'skenario', 'uji', 'parameter', 'latih', 'window', 'size', 'learning', 'rate', 'epochs', 'coba', 'nilai', 'epoch', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'latih', 'model', 'neuron', 'epoch', 'butuh', '12jam', 'sekian', 'kata', 'buat', 'kenan', 'mohon', 'maaf', 'mahasiswa']",1,197
"['mahasiswa', 'ulas', 'progres', 'jalan', 'latih', 'model', 'tunggu', 'model', 'selesai', 'catat', 'hidden', 'neuron', 'skenario', 'uji', 'parameter', 'latih', 'window', 'size', 'learning', 'rate', 'epochs', 'catat', 'coba', 'nilai', 'epoch', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'latih', 'model', 'neuron', 'epoch', 'butuh', '12jam', 'mahasiswa', 'ijinkan', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'timbang']",1,197
"['you', 'deleted', 'this', 'message', 'selamat', 'pagi', 'terima', 'kasih', 'ulas', 'mohon', 'maaf', 'poin', 'poin', 'pesan', 'hubung', 'bimbing', 'dosen', 'bimbing', 'poin', 'bahas', 'bimbing', 'dosen', 'bimbing', 'revisi', 'tulis', 'tipo', 'screenshot', 'program', 'poin', 'revisi', 'uji', 'kueri', 'expansion', 'banding', 'word2vecnya', 'judul', 'skripsi', 'kueri', 'expansion', 'uji', 'pengaruh', 'expansion', 'kueri', 'kerja', 'sistem', 'iya', 'rumus', 'ancang', 'skenario', 'uji', 'uji', 'hasil', 'uji', 'sepakat', 'partisipan', 'hitung', 'kappa', 'hitung', 'kappa', 'masuk', 'subbab', 'iya', 'lampir', 'hasil', 'anotasi', 'lampir', 'sekian', 'mohon', 'maaf', 'mahasiswa']",1,197
"['mahasiswa', 'ulas', 'reply', 'email', 'strategi', 'selesai', 'skripsi', 'akademik', 'ubah', 'daftar', 'seminar hasil', 'sidang', 'timbang', 'progres', 'bagus', 'saran', 'coba', 'upaya', 'daftar', 'seminar hasil', 'sidang', 'semester', 'poin', 'bahas', 'bimbing', 'dosen', 'bimbing', 'catat', 'revisi', 'tulis', 'tipo', 'screenshot', 'program', 'uji', 'kueri', 'expansion', 'banding', 'word2vecnya', 'judul', 'skripsi', 'kueri', 'expansion', 'uji', 'pengaruh', 'expansion', 'kueri', 'kerja', 'sistem', 'iya', 'rumus', 'ancang', 'skenario', 'uji', 'uji', 'saran', 'flexible', 'optional', 'luang', 'kerja', 'batas', 'daftar', 'seminar hasil', 'desember', 'ijinkan', 'hasil', 'uji', 'sepakat', 'partisipan', 'hitung', 'kappa', 'hitung', 'kappa', 'masuk', 'subbab', 'iya', 'lampir', 'hasil', 'anotasi', 'lampir', 'saran', 'lampir']",1,197
"['terima', 'kasih', 'reviewnya', 'upaya', 'maksimal', 'mohon', 'maaf', 'kemarin', 'lambat', 'kumpul', 'uji akhir semester', 'google', 'form', 'proses', 'uploading', 'akibat', 'jaring', 'internet', 'lambat']",1,197
"['mahasiswa', 'ijinkan']",1,198
"['terima', 'kasih', 'selamat', 'pagi', 'dosen', 'mahasiswa', 'mahasiswa', 'bimbing', 'kait', 'ground', 'truth', 'label', 'partisipan', 'hitung', 'nilai', 'fleiss', 'kappa', 'dapat', 'hasil', 'query1', 'query2', 'query3', 'query4', 'query5', 'dasar', 'patok', 'nilai', 'kappa', 'atas', 'iya', 'ground', 'truth', 'label', 'ulang', 'hubung', 'kendala', 'ground', 'truth', 'jadwal', 'dosen', 'bimbing', 'penuh', 'progres', 'p2', 'dosen', 'bimbing', 'laksana', 'p2', 'bimbing', 'batas', 'sekian', 'mohon', 'maaf', 'mahasiswa']",1,198
"['mahasiswa', 'ulas', 'hitung', 'nilai', 'fleiss', 'kappa', 'dapat', 'hasil', 'query1', 'query2', 'query3', 'query4', 'query5', 'dasar', 'patok', 'nilai', 'kappa', 'atas', 'iya', 'ground', 'truth', 'label', 'ulang', 'saran', 'kurang', 'querynya', 'hapus', 'kueri', 'hapus', 'kueri', 'nilai', 'kappnya', 'atas', 'kurang', 'beda', 'keputasan', 'annotator', 'hubung', 'kendala', 'ground', 'truth', 'jadwal', 'dosen', 'bimbing', 'penuh', 'progres', 'p2', 'dosen', 'bimbing', 'laksana', 'p2', 'bimbing', 'batas', 'kunci', 'p2', 'dosen bimbing', 'dosen bimbing', 'batas']",1,198
"['terima', 'kasih', 'reviewnya']",1,198
"['you', 'deleted', 'this', 'message', 'selamat', 'siang', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'mahasiswa', 'bimbing', 'kabar', 'kirim', 'dokumen', 'skripsi', 'jurnal', 'serta', 'cek', 'plagiasi', 'dokumen', 'email', 'bimbing', 'putra', 'temu', 'salah', 'tulis', 'ganti', 'daftar', 'seminar hasil', 'sekian', 'mohon', 'maaf', 'mahasiswa']",1,199
"['mahasiswa', 'silah', 'baik', 'masuk', 'putra', 'ulas', 'jurnal', 'kalimat', 'jelas', 'minimal', 'space', 'kosong', 'media', 'omitted', 'chart', 'line', 'warna', 'pattern', 'beda', 'line', 'line', 'media', 'omitted', 'media', 'omitted', 'media', 'omitted', 'media', 'omitted', 'media', 'omitted', 'daftar', 'seminar hasil', 'revisi', 'putra', 'ijinkan', 'lewat', 'minor', 'saran', 'lalu', 'daftar', 'jam', 'syarat', 'cek', 'progres', 'email', 'hasil', 'cek', 'plagiasi', 'penuh']",1,199
"['mohon', 'maaf', 'daftar', 'kirim', 'email', 'masuk', 'logbook', 'daftar', 'dokumen', 'logbook', 'logbook', 'tuju', 'masuk', 'logbook', 'cetak', 'mohon', 'maaf', 'kenan']",1,199
