Unnamed: 0,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
210,09/09/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS], untuk persetujuan dokumen skripsi sudah saya approve beberapa hari yg lalu.  ",1,1,40,12,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', 'tuju', 'dokumen', 'skripsi', 'setujui']"
211,09/09/20,dosen,<DOC>,1,1,40,12,['doc']
212,09/09/20,dosen,"Saya juga ingin menyerahkan jurnal dan meminta tanda tangan untuk form SC2-18 pak. Apakah sekiranya bapak ada waktu? --> silahkan [MHS] kirimkan ke email saya beserta form sc2-18 utk saya ttd secara digital, kirim anytime. ",1,1,40,12,"['serah', 'jurnal', 'tanda', 'tangan', 'form', 'sc2-18', 'sekira', '--', 'silah', 'mahasiswa', 'kirim', 'email', 'form', 'sc2-18', 'tanda tangan', 'digital', 'kirim', 'anytime']"
213,09/09/20,mahasiswa,baik pakk terima kasih banyakk☺️,1,1,40,12,"['pakk', 'terima', 'kasih', 'banyakk']"
214,15/09/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat pagi pakk, mohon maaf mengganggu waktunya. Saya ingin bertanya terkait turnitin pada jurnal saya yg melebihi 70% pak. Sepertinya jurnal saya terkena plagiasi dari skripsi saya sendiri. Kira-kira bagaimana yaa pak?.. Terima kasih pak sebelumnyaa. Wassalamualaikum Wr. Wb. ",1,1,41,12,"['assalamualaikum', 'wr', 'wb', 'selamat', 'pagi', 'pakk', 'mohon', 'maaf', 'ganggu', 'kait', 'turnitin', 'jurnal', '70', 'jurnal', 'kena', 'plagiasi', 'skripsi', 'yaa', 'terima', 'kasih', 'sebelumnyaa', 'wassalamualaikum', 'wr', 'wb']"
215,15/09/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik [MHS], Coba dikirimkan ke email saya yg dalam bentuk pdf untuk saya cek kan. ",1,1,41,12,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', 'coba', 'kirim', 'email', 'bentuk', 'pdf', 'cek']"
216,15/09/20,mahasiswa,baik pakk,1,1,41,12,['pakk']
217,22/12/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat siang pak [DOSEN], mohon maaf mengganggu waktunya. Saya hanya ingin menyampaikan terima kasih yg sebesar-besarnya untuk bimbingan bapak selama ini, saya sadar tanpa bapak saya tidak mungkin dapat menyelesaikan skripsi saya dengan baik. Semoga bapak dan keluarga diberi kesehatan yaa pak, aamiin YRA. Tetap semangat pakk dalam mendidik dan membimbing kami yg ga tau apa-apa ini Wassalamualaikum Wr. Wb ",1,1,42,12,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'mohon', 'maaf', 'ganggu', 'terima', 'kasih', 'bimbing', 'sadar', 'selesai', 'skripsi', 'moga', 'keluarga', 'sehat', 'yaa', 'aamiin', 'yra', 'semangat', 'pakk', 'didik', 'bimbing', 'ga', 'wassalamualaikum', 'wr', 'wb']"
218,22/12/20,dosen,"Wa'alaikumsalam Wr. Wb. Alhamdulillah, sama"" [MHS], saya ini dosen biasa. Hehe, karena hal tersebut sdh menjadi amanah sbg pendidik, mohon maaf jika saya masih sering ada salah dan khilaf serta belum bisa menjadi pendidik yg baik, In Syaa Allah saya akan coba terus belajar dan belajar. :D Aamiin Yaa Robbal 'Aalamiin, Matursuwun do'anya. Semoga [MHS] ndang dapat kerja atau ide wirausaha dan segera menikah (Jgn lama"" ya nikahnya, jika suatu saat masih bimbang menentukan dgn pilihan yg ada, In Syaa Allah solusinya bisa salah satunya dgn Istikarah al-qur'an). Aamiin Aamiin Yaa Robbal 'Aalamiin. ",1,1,42,12,"['wa', 'alaikumsalam', 'wr', 'wb', 'alhamdulillah', 'mahasiswa', 'dosen', 'hehe', 'amanah', 'sbg', 'didik', 'mohon', 'maaf', 'salah', 'khilaf', 'didik', 'syaa', 'allah', 'coba', 'ajar', 'ajar', 'aamiin', 'yaa', 'robbal', 'aalamiin', 'matursuwun', 'anya', 'moga', 'mahasiswa', 'ndang', 'kerja', 'ide', 'wirausaha', 'meni', 'iya', 'nikah', 'bimbang', 'pilih', 'syaa', 'allah', 'solusi', 'salah', 'istikarah', 'al-qur', 'aamiin', 'aamiin', 'yaa', 'robbal', 'aalamiin']"
219,22/12/20,mahasiswa,"wkwkwkwkwkwk siap pakkk aamiinnn, terima kasih juga pakk untuk doa-doanyaaa ",1,1,42,12,"['wkwkwkwkwkwk', 'pakkk', 'aamiinnn', 'terima', 'kasih', 'pakk', 'doa-doanyaaa']"
220,22/12/20,dosen,Aamiin Yaa Robbal 'Aalamiin.,1,1,42,12,"['aamiin', 'yaa', 'robbal', 'aalamiin']"
221,22/12/20,mahasiswa,☺️,1,1,42,12,['']
0,10/7/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat siang Pak [DOSEN] . Semoga Bapak dan keluarga dalam keadaan sehat selalu. Mohon maaf mengganggu waktu Bapak. Perkenalkan nama saya [MHS]  dari Program Studi Teknik Informatika angkatan 2017 yang saat ini berfokus pada keminatan Komputasi Cerdas. Sebelumnya mohon maaf Pak, izin menginformasikan bahwa semester ini saya sedang mengajukan proposal skripsi dengan judul “Analisis Sentimen Di Twitter Tentang New Normal Dengan Pembentukan Daftar Stopword Zipf Law dan Pembobotan Emoji”. Untuk dosen pembimbing 1 saya adalah Ibu dosen Arum Sari, S.Kom, M.Kom dan untuk dosen pembimbing 2 adalah Bapak  Santoso, S.Si., M.Kom. Saya mohon bimbingan dari Bapak sebagai dosen pembimbing 2. Mohon maaf jika terdapat salah kata Pak. Terima kasih Pak . Wassalamualaikum Wr. Wb.",1,-1,0,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'moga', 'keluarga', 'sehat', 'mohon', 'maaf', 'ganggu', 'kenal', 'nama', 'mahasiswa', 'program', 'studi', 'teknik', 'informatika', 'angkat', '2017', 'fokus', 'minat', 'komputasi', 'cerdas', 'mohon', 'maaf', 'izin', 'informasi', 'semester', 'aju', 'proposal', 'skripsi', 'judul', 'analisis', 'sentimen', 'twitter', 'new', 'normal', 'bentuk', 'daftar', 'stopword', 'zipf', 'law', 'bobot', 'emoji', 'dosen', 'bimbing', '1', 'dosen', 'arum', 'sari', 'kom', 'kom', 'dosen', 'bimbing', '2', 'santoso', 'si', 'kom', 'mohon', 'bimbing', 'dosen', 'bimbing', '2', 'mohon', 'maaf', 'salah', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
1,10/7/20,dosen,Wa'alaikumsalam.. ok,1,-1,0,4,"['wa', 'alaikumsalam', 'oke']"
2,10/7/20,mahasiswa,"Baik Pak , Terima kasih Pak. Mohon maaf Pak, saya izin bertanya terkait ketersediaan jadwal Bapak untuk melakukan P0 dan untuk P0 nya diadakan bersama atau terpisah Pak?",1,-1,0,4,"['terima', 'kasih', 'mohon', 'maaf', 'izin', 'kait', 'sedia', 'jadwal', 'laku', 'p0', 'p0', 'nya', 'pisah']"
3,10/7/20,dosen,Terpisah gpp,1,-1,0,4,"['pisah', 'tidak apa-apa']"
4,10/7/20,mahasiswa,Baik Pak . Terima kasih Pak. Saya coba konfirmasikan kembali ke Bu [DOSEN] sebagai dosen pembimbing 1 saya. Kemudian berikut saya lampirkan proposal skripsi yang saya kerjakan sebelumnya Pak.,1,-1,0,4,"['terima', 'kasih', 'coba', 'konfirmasi', 'dosen', 'dosen', 'bimbing', '1', 'lampir', 'proposal', 'skripsi', 'kerja']"
5,10/7/20,mahasiswa,<DOC>,1,-1,0,4,['doc']
6,10/7/20,mahasiswa,Mungkin dari Bapak terdapat saran atau tambahan terkait proposal skripsi saya Pak. Terima kasih Pak .,-1,-1,0,4,"['saran', 'kait', 'proposal', 'skripsi', 'terima', 'kasih']"
7,10/12/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat siang Pak . Mohon maaf mengganggu waktu Bapak. Saya [MHS] salah satu bimbingan Bapak. Mohon maaf sebelumnya, Izin bertanya terkait proposal yang saya kirim kemarin Pak. Apakah terdapat revisi atau saran dari Bapak terkait proposal saya Pak? Kemudian izin bertanya juga terkait jadwal P0, kapan waktu Bapak bersedia untuk saya P0 Pak? Terima kasih Pak .",1,1,1,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'salah', 'bimbing', 'mohon', 'maaf', 'izin', 'kait', 'proposal', 'kirim', 'kemarin', 'revisi', 'saran', 'kait', 'proposal', 'izin', 'kait', 'jadwal', 'p0', 'sedia', 'p0', 'terima', 'kasih']"
8,10/12/20,dosen,Seluruh Gambar dan Tabel harus dirujuk di kalimat agar tidak sekedar tempel.,1,1,1,4,"['gambar', 'tabel', 'rujuk', 'kalimat', 'dar', 'tempel']"
9,10/12/20,dosen,Contoh Tabel 2.1. dst . Tahapan Tokenisasi dapat ditunjukkan pada Gambar 2.1. (bukan Table 2.1 --> ubah ke dalam bahasa indonesia). Gunakan cara yg sama untuk seluruh tabel,1,1,1,4,"['contoh', 'tabel', '2', '1', 'dan seterusnya', 'tahap', 'tokenisasi', 'gambar', '2', '1', 'table', '2', '1', '--', 'ubah', 'bahasa', 'indonesia', 'tabel']"
10,10/12/20,mahasiswa,Baik Pak. Saya perbaiki kembali proposal saya Pak. Terima kasih banyak Pak .,1,1,1,4,"['proposal', 'terima', 'kasih']"
11,10/13/20,mahasiswa,Assalamualaikum Wr. Wb. Selamat siang Pak . Mohon maaf mengganggu waktu Bapak. Saya [MHS] sebagai mahasiswa bimbingan skripsi Bapak. Maksud saya menghubungi Bapak hari ini untuk menyerahkan proposal sesuai dengan revisi atau saran yang telah Bapak berikan kemarin. Berikut saya lampirkan untuk proposalnya Pak.,1,1,2,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'maksud', 'hubung', 'serah', 'proposal', 'sesuai', 'revisi', 'saran', 'ikan', 'kemarin', 'lampir', 'proposal']"
12,10/13/20,mahasiswa,<DOC>,1,1,2,4,['doc']
13,10/13/20,mahasiswa,Apabila terdapat hal yang kurang dalam proposal tersebut saya mohon bimbingan dari Bapak. Terimakasih Pak .,1,1,2,4,"['proposal', 'mohon', 'bimbing', 'terima kasih']"
14,10/13/20,dosen,"P0, ke Pemb1 ya.. Saya manut",1,1,2,4,"['p0', 'pemb1', 'iya', 'manut']"
15,10/13/20,mahasiswa,Baik Pak. Akan saya konfirmasikan kembali ke Bu [DOSEN] terkait P0nya Pak. Terima kasih Pak .,1,1,2,4,"['konfirmasi', 'dosen', 'kait', 'p0nya', 'terima', 'kasih']"
16,10/14/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat sore Pak . Mohon maaf mengganggu waktu Bapak. Mohon maaf sebelumnya Pak, izin untuk melakukan konfirmasi ulang kepada Bapak terkait P0. Apakah disini saya tidak perlu melakukan presentasi P0 kepada Bapak dan diserahkan kepada dosen pembimbing 1 sepenuhnya atau bagaimana ya Pak? Sekali lagi mohon maaf Pak karena dari saya masih kurang paham Pak dan mohon maaf jika terdapat salah kata.",1,1,3,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'izin', 'laku', 'konfirmasi', 'ulang', 'kait', 'p0', 'laku', 'presentasi', 'p0', 'serah', 'dosen', 'bimbing', '1', 'sepenuh', 'iya', 'mohon', 'maaf', 'paham', 'mohon', 'maaf', 'salah']"
17,10/14/20,dosen,Wa'alaikumsalam.. Iya,1,1,3,4,"['wa', 'alaikumsalam', 'iya']"
18,10/14/20,dosen,Saya approve & saran,1,1,3,4,"['setujui', 'saran']"
19,10/14/20,mahasiswa,Baik Pak. Saya coba konfirmasi kembali ke Bu [DOSEN]. Terima kasih Pak .,1,1,3,4,"['coba', 'konfirmasi', 'dosen', 'terima', 'kasih']"
20,10/22/20,mahasiswa,Assalamualaikum Wr. Wb. Selamat siang Pak . Mohon maaf mengganggu waktu Bapak. Saya [MHS] mahasiswa bimbingan skripsi Bapak. Mohon maaf juga sebelumnya Pak. Maksud saya menghubungi Bapak karena ingin konsultasi terkait proposal. Saya izin untuk menyampaikan informasi bahwa pada hari selasa kemarin saya sudah melakukan P0 dan melakukan bimbingan dengan Bu dosen selaku dosen pembimbing 1. Saya menanyakan tentang rumusan masalah yang ada pada proposal saya Pak. Kemudian dari Bu dosen memberikan saran jika rumusan masalah di proposal saya perlu diganti karena penelitian saya adalah non implementatif. Jadi pada rumusan masalah tidak perlu adanya implementasi metode. Dengan langsung saya mengganti rumusan masalah yang saya buat sebelumnya dan telah disetujui oleh Bu dosen untuk rumusan masalah yang baru. Berikut saya lampirkan proposal saya Pak.,1,-1,4,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'maksud', 'hubung', 'konsultasi', 'kait', 'proposal', 'izin', 'informasi', 'selasa', 'kemarin', 'laku', 'p0', 'laku', 'bimbing', 'dosen', 'dosen', 'bimbing', '1', 'rumus', 'proposal', 'dosen', 'saran', 'rumus', 'proposal', 'ganti', 'teliti', 'non', 'implementatif', 'rumus', 'implementasi', 'metode', 'langsung', 'ganti', 'rumus', 'tuju', 'dosen', 'rumus', 'lampir', 'proposal']"
21,10/22/20,mahasiswa,<DOC>,1,-1,4,4,['doc']
22,10/22/20,mahasiswa,Saya mohon bimbingan dari Bapak apabila terdapat saran atau revisi terkait proposal saya. Terima kasih Pak .,1,-1,4,4,"['mohon', 'bimbing', 'saran', 'revisi', 'kait', 'proposal', 'terima', 'kasih']"
23,11/3/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat siang Pak . Mohon maaf mengganggu waktu Bapak. Saya [MHS] mahasiswa bimbingan skripsi Bapak. Mohon maaf juga sebelumnya Pak, maksud saya menghubungi Bapak karena ingin melakukan konsultasi tentang proposal yang saya kerjakan dan telah saya kirim sebelumnya Pak. Apakah terdapat revisi atau saran dari Bapak terkait proposal yang saya kerjakan Pak? Kemudian mohon maaf juga sebelumnya Pak, saya izin untuk menyampaikan informasi bahwa pada tanggal 23 Oktober 2020 saya telah melakukan upload proposal dan telah dilakukan verifikasi oleh Bu dosen, Pak dan progresan saya saat ini sudah mengerjakan hingga Bab 4 Pak. Apakah saya kirimkan juga Pak pengerjaan skripsi hingga bab 4nya? Terima kasih Pak . Mohon maaf jika terdapat salah kata Pak.",1,1,5,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'maksud', 'hubung', 'laku', 'konsultasi', 'proposal', 'kerja', 'kirim', 'revisi', 'saran', 'kait', 'proposal', 'kerja', 'mohon', 'maaf', 'izin', 'informasi', 'tanggal', '23', 'oktober', '2020', 'laku', 'unggah', 'proposal', 'laku', 'verifikasi', 'dosen', 'progres', 'kerja', 'bab', '4', 'kirim', 'kerja', 'skripsi', 'bab', '4nya', 'terima', 'kasih', 'mohon', 'maaf', 'salah']"
24,11/3/20,dosen,"Dicek lagi, seluruh bhs Inggris cetak italic termasuk daftar isi yg menggunakan bhs inggris",1,1,5,4,"['cek', 'bhs', 'inggris', 'cetak', 'italic', 'masuk', 'daftar', 'isi', 'bhs', 'inggris']"
25,11/3/20,dosen,Rujukan tabel atau gambar disesuaikan judul tabel atau gambar. Gunakan Huruf besar di awal. contoh ditunjukkan pada Gambar 4.1. Atau Tabel 4.1.,1,1,5,4,"['rujuk', 'tabel', 'gambar', 'sesuai', 'judul', 'tabel', 'gambar', 'huruf', 'contoh', 'gambar', '4', '1', 'tabel', '4', '1']"
26,11/3/20,mahasiswa,"Baik Pak [DOSEN]. Mohon maaf sebelumnya Pak, izin bertanya kembali terkait pembentukan diagram alir. Apakah diharuskan untuk dikerjakan langsung dengan menggunakan tool shape di microsoft word atau boleh menggunakan tool diluar microsoft word seperti melalui website draw.io, Pak?",1,1,5,4,"['dosen', 'mohon', 'maaf', 'izin', 'kait', 'bentuk', 'diagram', 'alir', 'kerja', 'langsung', 'tool', 'shape', 'microsoft', 'word', 'tool', 'microsoft', 'word', 'website', 'draw', 'io']"
27,11/3/20,dosen,"Boleh, yg mudah diedit & yg disukai.",1,1,5,4,"['mudah', 'edit', 'suka']"
28,11/3/20,dosen,"Vidio juga boleh, draw.io juga boleh",1,1,5,4,"['vidio', 'draw', 'io']"
29,11/3/20,mahasiswa,Baik Pak [DOSEN]. Mungkin dari saya untuk pertanyaan hari ini sudah cukup Pak. Saya akan melakukan pengekan kembali laporan saya dan memperbaiki sesuai saran atau revisi dari Bapak. Terima kasih Pak . Sekali lagi mohon maaf mengganggu waktu Bapak dan mohon maaf jika terdapat salah kata Pak.,1,1,5,4,"['dosen', 'laku', 'lapor', 'sesuai', 'saran', 'revisi', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'salah']"
30,11/17/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat pagi Pak [DOSEN]. Mohon maaf mengganggu waktu Bapak. Saya  mahasiswa bimbingan skripsi Bapak. Mohon maaf juga sebelumnya Pak, maksud saya menghubungi Bapak ingin memberikan progresan serta ingin melakukan konsultasi terkait laporan skripsi saya. Pada 2 minggu lalu Bapak telah memberikan saran atau revisi terkait penulisan pada proposal skripsi saya. Saya telah memperbaiki sesuai saran dari Bapak serta saya telah menyelesaikan revisian tersebut serta progresan skripsi saya telah selesai hingga Bab 4. Berikut saya lampirkan laporan skripsi saya yang telah saya kerjakan Pak.",1,-1,6,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'pagi', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'maksud', 'hubung', 'progres', 'laku', 'konsultasi', 'kait', 'lapor', 'skripsi', '2', 'minggu', 'saran', 'revisi', 'kait', 'tulis', 'proposal', 'skripsi', 'sesuai', 'saran', 'selesai', 'revisi', 'progres', 'skripsi', 'selesai', 'bab', '4', 'lampir', 'lapor', 'skripsi', 'kerja']"
31,11/17/20,mahasiswa,<DOC>,1,-1,6,4,['doc']
32,11/17/20,dosen,Wa'alaikumsalam.. Ok. Saya cek InsyaAllah nanti ya,1,-1,6,4,"['wa', 'alaikumsalam', 'oke', 'cek', 'insyaallah', 'iya']"
33,11/17/20,mahasiswa,"Baik Pak. Mohon bimbingannya Pak terkait dokumen pada laporan skripsi saya. Kemudian mohon maaf juga sebelumnya Pak, izin bertanya terkait P1. Pada filkomApps, saya telah melewati masa P1 dimana telah dilakukan verifikasi oleh Bapak serta Bu dosen sebagai dosen pembimbing 1 dan juga saya telah mendapatkan berita acara yang berisikan penilaian kemajuan P1. Apakah untuk P1 ke Bapak tidak perlu dilakukan seperti halnya presentasi atau Bagaimana ya Pak? Mohon maaf jika terdapat salah kata Pak. Terima kasih Pak .",1,-1,6,4,"['mohon', 'bimbing', 'kait', 'dokumen', 'lapor', 'skripsi', 'mohon', 'maaf', 'izin', 'kait', 'p1', 'filkomapps', 'p1', 'laku', 'verifikasi', 'dosen', 'dosen', 'bimbing', '1', 'berita', 'acara', 'risi', 'nilai', 'maju', 'p1', 'p1', 'laku', 'presentasi', 'iya', 'mohon', 'maaf', 'salah', 'terima', 'kasih']"
34,11/17/20,dosen,"Secara umum penulisan sdh baik, namun sekalian halaman pengesahan direvisi, sama abstrak dibuat (abstrak ada 3 bagian dalam skripsi, yang memuat latar belakang, metode yg digunakan dan hasil). ini berarti mengggambarkan seluruh isi skripsi. kalau msh tahap perancangan metode berarti bisa dibuat 2 paragraf.",1,-1,6,4,"['tulis', 'halaman', 'kesah', 'revisi', 'abstrak', 'abstrak', '3', 'skripsi', 'muat', 'latar', 'metode', 'hasil', 'arti', 'mengggambarkan', 'isi', 'skripsi', 'tahap', 'ancang', 'metode', 'arti', '2', 'paragraf']"
35,11/17/20,mahasiswa,"Alhamdulillah Pak, Baik Pak, saya coba menyusun kembali bagian dari lembar pengesahan dan abstraknya Pak. Mohon maaf sebelumnya Pak, izin bertanya kembali terkait 2 paragraf tersebut, karena saat ini saya masih dalam tahapan perancangan metode, berarti saya coba membuat abstrak yang berisikan latar belakang dan metode yang digunakan sebanyak 2 paragraf sekaligus mencicil, apakah seperti itu ya Pak? Mohon maaf Pak jika terdapat salah kata dalam pertanyaan saya.",1,-1,6,4,"['alhamdulillah', 'coba', 'susun', 'lembar', 'kesah', 'abstrak', 'mohon', 'maaf', 'izin', 'kait', '2', 'paragraf', 'tahap', 'ancang', 'metode', 'arti', 'coba', 'abstrak', 'risi', 'latar', 'metode', '2', 'paragraf', 'cicil', 'iya', 'mohon', 'maaf', 'salah']"
36,11/17/20,dosen,"Maksudnya abstrak sementara 2 bagian.. Kan hasil belum ada, tetapi bisa dibuat sampai metode",1,-1,6,4,"['maksud', 'abstrak', '2', 'hasil', 'metode']"
37,11/17/20,mahasiswa,"Baik Pak. Saya coba membuat bagian latar belakang dan metode yang saya gunakan terlebih dahulu untuk dapat dimasukkan ke bagian abstrak. Kemudian mohon maaf Pak, izin bertanya terkait P1. Untuk P1nya sendiri, Apakah saya tidak perlu melakukan presentasi ke Bapak atau terdapat pilihan lain agar dapat melakukan P1 kepada Bapak?",1,-1,6,4,"['coba', 'latar', 'metode', 'masuk', 'abstrak', 'mohon', 'maaf', 'izin', 'kait', 'p1', 'p1nya', 'laku', 'presentasi', 'pilih', 'laku', 'p1']"
38,12/10/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat sore Pak [DOSEN]. Mohon maaf mengganggu waktu Bapak. Saya [MHS] mahasiswa bimbingan skripsi Bapak. Sebelumnya mohon maaf Pak. Maksud saya menghubungi Bapak ingin memberikan progres terkait skripsi saya. Jadi disini saya telah mengerjakan skripsi hingga Bab 5 dan mencoba untuk mengerjakan sedikit demi sedikit pada bagian abstrak yang juga masih dalam bahasa indonesia saja Pak. Kemudian untuk saat ini masih mengerjakan tahapan pengujian untuk mencari nilai K dalam penggunaan klasifikasi KNN dimana saya mencoba melakukan pengujian nilai K dari 1 hingga 49 serta mencari akurasi terbaiknya dan mencoba untuk menghilangkan emoji dari dataset. Hingga saat ini akurasi terbaiknya adalah 47,5%. Berikut saya lampirkan skripsi yang telah saya kerjakan Pak.",1,-1,7,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'sore', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'maksud', 'hubung', 'progres', 'kait', 'skripsi', 'kerja', 'skripsi', 'bab', '5', 'coba', 'kerja', 'abstrak', 'bahasa', 'indonesia', 'kerja', 'tahap', 'uji', 'cari', 'nilai', 'k', 'klasifikasi', 'knn', 'coba', 'laku', 'uji', 'nilai', 'k', '1', '49', 'cari', 'akurasi', 'coba', 'hilang', 'emoji', 'dataset', 'akurasi', '47', '5', 'lampir', 'skripsi', 'kerja']"
39,12/10/20,mahasiswa,<DOC>,1,-1,7,4,['doc']
40,12/10/20,mahasiswa,Mohon bimbingannya Pak jika terdapat saran atau revisi tentang laporan skripsi saya. Terima kasih Pak .,1,-1,7,4,"['mohon', 'bimbing', 'saran', 'revisi', 'lapor', 'skripsi', 'terima', 'kasih']"
41,12/10/20,dosen,Wa'alaikumsalam.. ok,-1,-1,7,4,"['wa', 'alaikumsalam', 'oke']"
42,12/22/20,mahasiswa,"Assalamualaikum Wr. Wb. Selamat siang Pak [DOSEN]. Mohon maaf mengganggu waktu Bapak. Saya [MHS] mahasiswa bimbingan skripsi Bapak. Sebelumnya mohon maaf Pak, maksud saya menghubungi Bapak ingin menanyakan terkait saran atau revisi terkait dokumen skripsi yang saya kirim minggu lalu. Apakah terdapat saran atau revisi dari Bapak terkait penulisan skripsi saya Pak? Kemudian mohon maaf sebelumnya Pak, saya berencana untuk melakukan pendaftaran semhas semester ini. Untuk logbooknya sendiri masih kurang 2 belum terhitung untuk bimbingan hari ini Pak, itu bagaimana ya Pak? Sedangkan untuk batas pendaftaran semhas besok tanggal 23 Desember 2020. Kemudian izin memberikan progres Pak, jadi saya telah mengerjakan skripsi saya serta jurnal, berikut saya kirimkan skripsi dan jurnal saya.",1,1,8,4,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'maksud', 'hubung', 'kait', 'saran', 'revisi', 'kait', 'dokumen', 'skripsi', 'kirim', 'minggu', 'saran', 'revisi', 'kait', 'tulis', 'skripsi', 'mohon', 'maaf', 'rencana', 'laku', 'daftar', 'seminar hasil', 'semester', 'logbooknya', '2', 'hitung', 'bimbing', 'iya', 'batas', 'daftar', 'seminar hasil', 'besok', 'tanggal', '23', 'desember', '2020', 'izin', 'progres', 'kerja', 'skripsi', 'jurnal', 'kirim', 'skripsi', 'jurnal']"
43,12/22/20,mahasiswa,<DOC>,1,1,8,4,['doc']
44,12/22/20,mahasiswa,<DOC>,1,1,8,4,['doc']
45,12/22/20,mahasiswa,Mohon bimbingannya Pak. Mungkin terdapat saran atau revisi dari Bapak terkait penulisan skripsi saya. Terima kasih banyak Pak . Mohon maaf mengganggu waktunya.,1,1,8,4,"['mohon', 'bimbing', 'saran', 'revisi', 'kait', 'tulis', 'skripsi', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu']"
46,12/22/20,dosen,"Secara umum tata tulisan sdh bagus, tgl lembar pengesahan kosong dulu, orisinalitas dibuat tgl skrg.",1,1,8,4,"['tata', 'tulis', 'bagus', 'tanggal', 'lembar', 'kesah', 'kosong', 'orisinalitas', 'tanggal']"
47,12/22/20,mahasiswa,"Alhamdulillah, baik Pak, saya coba perbaiki pada halaman tersebut. Untuk logbook di filkomApps saya telah mengisi kembali Pak. Insyaallah saya segera melakukan pendaftaran semhas skripsi Pak. Terima kasih banyak Pak [DOSEN]. Mohon maaf mengganggu waktunya.",1,1,8,4,"['alhamdulillah', 'coba', 'halaman', 'logbook', 'filkomapps', 'isi', 'insyaallah', 'laku', 'daftar', 'seminar hasil', 'skripsi', 'terima', 'kasih', 'dosen', 'mohon', 'maaf', 'ganggu']"
48,12/22/20,mahasiswa,"Sebelumnya mohon maaf Pak, izin memberikan informasi kembali untuk dari Bu [DOSEN] sendiri memberikan saran merubah judul skripsi menjadi ""Pembentukan Daftar Stopword Zipf Law dan Pembobotan Emoji pada Analisis Sentimen di Twitter"". Apakah dari Bapak terdapat saran atau revisi terkait judul skripsi saya Pak? Untuk judul skripsi tidak jauh berbeda dengan sebelumnya Pak, hanya dihilangkan kata ""new normal"" dan ""tweet"". Dari Bu dosen sendiri memberikan saran judulnya diganti seperti itu Pak.",1,1,8,4,"['mohon', 'maaf', 'izin', 'informasi', 'dosen', 'saran', 'rubah', 'judul', 'skripsi', 'bentuk', 'daftar', 'stopword', 'zipf', 'law', 'bobot', 'emoji', 'analisis', 'sentimen', 'twitter', 'saran', 'revisi', 'kait', 'judul', 'skripsi', 'judul', 'skripsi', 'beda', 'hilang', 'new', 'normal', 'tweet', 'dosen', 'saran', 'judul', 'ganti']"
49,12/22/20,dosen,Gpp,1,1,8,4,['tidak apa-apa']
